type,id,time,travelTime,carsInSegment,score
match,'003002,1268003920.835,69.998,12,0.21
match,'003002,1268003922.875,69.875,11,0.28
match,'003002,1268003924.596,70.102,10,0.04
match,'003002,1268003934.585,73.380,10,0.07
match,'003002,1268003938.167,71.667,8,0.12
match,'002001,1268003945.500,80.787,15,0.22
match,'002001,1268003953.781,46.306,11,0.14
match,'002001,1268003959.257,36.382,8,0.12
match,'002001,1268003960.871,36.275,7,0.22
match,'002001,1268003965.507,34.953,5,0.19
match,'003002,1268003967.338,97.954,15,0.16
match,'003002,1268003969.113,98.466,14,0.11
match,'002001,1268003969.179,33.286,5,0.21
match,'002001,1268003971.565,33.398,5,0.26
match,'002001,1268004014.265,59.375,7,0.23
match,'003002,1268004015.046,141.024,17,0.15
match,'003002,1268004019.862,88.611,15,0.13
match,'003002,1268004021.253,73.400,9,0.06
match,'003002,1268004025.070,70.123,7,0.16
match,'003002,1268004034.616,72.827,6,0.10
match,'003002,1268004036.167,69.269,5,0.06
match,'002001,1268004038.596,62.229,11,0.21
match,'002001,1268004040.479,34.590,10,0.17
match,'002001,1268004044.832,29.786,10,0.27
match,'002001,1268004046.156,23.149,6,0.27
match,'003002,1268004080.687,105.930,14,0.26
match,'003002,1268004082.261,79.268,13,0.28
match,'003002,1268004130.140,70.014,14,0.16
match,'002001,1268004151.479,69.218,9,0.18
match,'003002,1268004151.901,77.222,9,0.06
match,'003002,1268004153.281,77.117,8,0.28
match,'002001,1268004153.359,39.281,8,0.22
match,'003002,1268004170.421,91.577,9,0.25
match,'002001,1268004174.238,50.669,8,0.13
match,'003002,1268004192.522,110.575,15,0.22
match,'003002,1268004231.203,145.249,16,0.18
match,'003002,1268004236.246,147.090,15,0.10
match,'003002,1268004243.156,119.115,13,0.07
match,'003002,1268004251.656,73.326,6,0.27
match,'002001,1268004260.089,67.567,14,0.21
match,'003002,1268004260.132,75.959,7,0.16
match,'003002,1268004262.694,76.466,7,0.09
match,'002001,1268004263.136,59.876,13,0.24
match,'003002,1268004264.948,76.573,6,0.13
match,'002001,1268004265.828,50.524,13,0.09
match,'002001,1268004267.871,34.797,11,0.25
match,'002001,1268004271.858,31.632,10,0.24
match,'002001,1268004274.144,28.598,7,0.08
match,'002001,1268004280.460,17.766,3,0.19
match,'002001,1268004288.464,23.516,2,0.28
match,'003002,1268004289.714,74.408,9,0.25
match,'002001,1268004339.292,72.121,5,0.13
match,'003002,1268004344.199,87.035,13,0.18
match,'003002,1268004346.679,87.029,13,0.12
match,'003002,1268004348.589,64.441,9,0.19
match,'002001,1268004363.609,73.895,7,0.19
match,'003002,1268004370.940,75.728,6,0.27
match,'002001,1268004371.027,38.949,6,0.06
match,'003002,1268004372.093,23.319,2,0.22
match,'002001,1268004374.250,27.571,5,0.24
match,'002001,1268004377.152,28.563,4,0.24
match,'002001,1268004392.632,20.539,0,0.28
match,'003002,1268004415.050,29.661,7,0.29
match,'003002,1268004448.795,60.983,8,0.15
match,'003002,1268004472.195,81.514,11,0.17
match,'003002,1268004476.437,76.906,9,0.12
match,'002001,1268004493.846,75.109,9,0.27
match,'002001,1268004498.085,49.290,6,0.19
match,'002001,1268004505.371,28.934,3,0.24
match,'003002,1268004563.289,126.780,13,0.09
match,'003002,1268004565.913,110.757,11,0.08
match,'003002,1268004575.553,71.350,8,0.25
match,'003002,1268004578.268,69.254,6,0.06
match,'002001,1268004584.160,48.043,11,0.09
match,'002001,1268004585.069,39.492,9,0.14
match,'002001,1268004591.191,31.235,8,0.13
match,'002001,1268004594.152,30.863,7,0.22
match,'003002,1268004663.765,126.225,14,0.22
match,'003002,1268004670.093,89.288,12,0.18
match,'003002,1268004672.327,83.696,7,0.25
match,'002001,1268004689.156,67.965,9,0.10
match,'002001,1268004695.824,25.731,5,0.13
match,'003002,1268004709.877,95.127,10,0.17
match,'003002,1268004777.561,158.294,22,0.27
match,'003002,1268004780.475,96.161,19,0.25
match,'003002,1268004783.000,93.897,18,0.25
match,'003002,1268004789.026,97.941,17,0.20
match,'003002,1268004792.225,99.116,16,0.10
match,'003002,1268004797.570,83.853,12,0.09
match,'002001,1268004799.312,7.087,3,0.27
match,'003002,1268004799.932,81.901,12,0.17
match,'003002,1268004803.401,84.079,12,0.12
match,'002001,1268004816.277,22.400,4,0.15
match,'002001,1268004823.425,23.493,2,0.25
match,'003002,1268004835.967,106.600,16,0.20
match,'003002,1268004838.542,103.456,16,0.18
match,'003002,1268004842.656,90.139,17,0.22
match,'003002,1268004874.113,113.221,16,0.14
match,'003002,1268004883.140,80.686,13,0.23
match,'003002,1268004894.992,67.086,7,0.11
match,'003002,1268004897.023,62.529,5,0.15
match,'003002,1268004903.584,66.848,5,0.15
match,'003002,1268004908.136,68.674,6,0.11
match,'003002,1268004909.511,68.502,6,0.23
match,'002001,1268004910.502,67.846,11,0.07
match,'002001,1268004912.397,64.023,10,0.10
match,'002001,1268004915.209,54.604,8,0.17
match,'002001,1268004917.222,45.595,7,0.20
match,'002001,1268004921.381,24.358,4,0.14
match,'002001,1268004925.949,22.365,3,0.17
match,'003002,1268004936.675,3.619,0,0.23
match,'003002,1268005004.058,63.463,4,0.17
match,'002001,1268005007.924,76.854,9,0.27
match,'002001,1268005020.820,16.762,1,0.11
match,'003002,1268005064.835,29.451,9,0.21
match,'003002,1268005108.999,69.412,10,0.07
match,'002001,1268005128.334,63.499,10,0.13
match,'002001,1268005133.546,58.105,9,0.16
match,'002001,1268005138.526,35.316,5,0.09
match,'002001,1268005141.877,32.878,3,0.26
match,'002001,1268005145.300,26.340,1,0.26
match,'003002,1268005187.683,143.690,16,0.20
match,'003002,1268005221.562,121.889,14,0.07
match,'002001,1268005227.976,3.894,1,0.21
match,'003002,1268005233.410,90.114,12,0.19
match,'003002,1268005249.089,92.176,10,0.21
match,'003002,1268005311.584,120.372,11,0.10
match,'003002,1268005328.620,99.854,9,0.07
match,'003002,1268005332.768,81.292,7,0.28
match,'003002,1268005337.702,73.030,4,0.22
match,'002001,1268005352.652,119.242,18,0.22
match,'002001,1268005356.877,88.117,13,0.17
match,'002001,1268005358.831,47.247,6,0.23
match,'002001,1268005360.803,32.183,4,0.28
match,'002001,1268005367.620,34.852,4,0.13
match,'002001,1268005369.507,31.805,2,0.18
match,'003002,1268005429.456,151.886,15,0.21
match,'003002,1268005439.453,115.342,12,0.04
match,'002001,1268005448.199,52.806,7,0.24
match,'003002,1268005448.289,90.936,12,0.11
match,'002001,1268005450.109,52.793,6,0.17
match,'002001,1268005452.824,40.574,5,0.18
match,'002001,1268005462.074,22.621,2,0.14
match,'003002,1268005476.928,116.270,19,0.17
match,'003002,1268005479.230,105.090,16,0.07
match,'002001,1268005486.542,7.312,2,0.19
match,'003002,1268005519.402,139.402,19,0.08
match,'003002,1268005521.082,139.481,18,0.14
match,'003002,1268005523.268,81.550,15,0.15
match,'003002,1268005527.027,82.637,14,0.07
match,'003002,1268005530.890,84.592,13,0.05
match,'003002,1268005532.609,84.311,12,0.09
match,'003002,1268005535.018,83.386,11,0.25
match,'003002,1268005552.905,76.170,8,0.10
match,'003002,1268005555.542,71.129,6,0.04
match,'003002,1268005559.160,65.918,4,0.06
match,'002001,1268005562.230,72.141,13,0.28
match,'002001,1268005580.417,49.527,6,0.13
match,'002001,1268005582.371,49.762,5,0.25
match,'002001,1268005584.089,49.071,4,0.19
match,'002001,1268005586.729,33.824,3,0.28
match,'002001,1268005588.331,32.789,2,0.22
match,'002001,1268005594.745,35.585,4,0.12
match,'003002,1268005645.694,108.005,13,0.20
match,'003002,1268005649.281,108.546,13,0.12
match,'003002,1268005652.214,91.863,12,0.19
match,'003002,1268005659.694,79.318,9,0.20
match,'002001,1268005665.109,46.485,8,0.21
match,'002001,1268005675.457,20.770,3,0.15
match,'003002,1268005684.578,91.093,7,0.21
match,'003002,1268005697.425,55.017,8,0.17
match,'003002,1268005701.589,51.651,6,0.25
match,'003002,1268005741.042,57.222,7,0.14
match,'003002,1268005754.957,68.534,6,0.14
match,'003002,1268005759.784,71.579,5,0.20
match,'002001,1268005771.260,73.835,8,0.25
match,'003002,1268005824.328,131.054,14,0.15
match,'003002,1268005865.066,161.486,13,0.23
match,'003002,1268005871.022,81.319,7,0.07
match,'003002,1268005873.558,80.661,7,0.04
match,'003002,1268005877.640,78.132,5,0.24
match,'002001,1268005877.828,80.146,14,0.25
match,'003002,1268005879.097,62.910,2,0.26
match,'002001,1268005879.760,79.367,14,0.08
match,'002001,1268005884.363,60.035,12,0.06
match,'002001,1268005886.058,46.349,10,0.19
match,'002001,1268005889.269,35.712,7,0.27
match,'002001,1268005895.398,30.332,5,0.17
match,'003002,1268005918.702,57.669,6,0.28
match,'003002,1268005927.815,19.362,3,0.29
match,'003002,1268005938.199,26.127,2,0.14
match,'003002,1268005957.476,40.943,1,0.27
match,'003002,1268005959.457,34.012,0,0.06
match,'002001,1268005990.663,122.839,18,0.25
match,'002001,1268005996.394,58.195,9,0.15
match,'002001,1268005999.159,49.098,8,0.28
match,'002001,1268006009.574,23.590,0,0.15
match,'003002,1268006028.721,51.079,14,0.25
match,'003002,1268006085.343,89.834,15,0.09
match,'003002,1268006097.752,79.103,9,0.19
match,'003002,1268006100.569,79.366,8,0.12
match,'002001,1268006108.671,31.126,8,0.23
match,'002001,1268006116.769,27.188,4,0.20
match,'002001,1268006118.785,21.033,2,0.23
match,'002001,1268006122.613,22.044,1,0.13
match,'003002,1268006132.171,108.771,12,0.17
match,'003002,1268006134.928,107.887,11,0.08
match,'003002,1268006137.117,108.132,10,0.13
match,'002001,1268006184.530,72.938,7,0.18
match,'003002,1268006187.713,112.258,15,0.11
match,'003002,1268006203.342,75.473,11,0.12
match,'003002,1268006205.132,75.421,10,0.05
match,'002001,1268006216.963,84.792,9,0.16
match,'002001,1268006228.375,25.033,1,0.12
match,'003002,1268006281.437,101.529,14,0.24
match,'003002,1268006303.831,88.917,13,0.09
match,'003002,1268006306.289,88.014,13,0.29
match,'003002,1268006308.246,87.253,12,0.08
match,'003002,1268006310.807,86.667,11,0.26
match,'003002,1268006313.889,81.950,10,0.06
match,'002001,1268006314.535,33.098,11,0.27
match,'002001,1268006326.035,37.668,9,0.16
match,'002001,1268006328.002,37.089,8,0.25
match,'002001,1268006338.027,31.738,3,0.19
match,'003002,1268006365.827,127.632,16,0.22
match,'003002,1268006373.722,134.291,16,0.11
match,'003002,1268006395.187,94.718,14,0.12
match,'003002,1268006397.539,86.039,11,0.11
match,'003002,1268006413.913,73.240,9,0.09
match,'003002,1268006415.152,62.582,5,0.04
match,'003002,1268006417.082,62.387,5,0.17
match,'002001,1268006434.584,76.144,15,0.26
match,'002001,1268006441.507,59.457,11,0.16
match,'002001,1268006443.749,54.293,10,0.27
match,'002001,1268006446.886,49.347,10,0.18
match,'003002,1268006492.105,134.988,11,0.12
match,'003002,1268006499.363,83.080,7,0.16
match,'003002,1268006507.371,67.815,5,0.17
match,'003002,1268006519.699,75.533,5,0.18
match,'003002,1268006525.179,76.202,3,0.28
match,'002001,1268006531.863,85.735,12,0.19
match,'003002,1268006532.967,77.356,3,0.20
match,'002001,1268006534.902,40.715,8,0.17
match,'002001,1268006541.198,21.499,4,0.13
match,'003002,1268006547.320,35.904,2,0.23
match,'002001,1268006547.558,22.379,5,0.27
match,'002001,1268006567.152,23.574,4,0.04
match,'002001,1268006569.565,24.292,3,0.18
match,'003002,1268006579.636,47.449,8,0.22
match,'003002,1268006618.831,72.556,8,0.09
match,'003002,1268006626.843,72.099,5,0.05
match,'003002,1268006632.363,75.057,5,0.26
match,'003002,1268006635.886,75.478,4,0.09
match,'002001,1268006651.445,62.672,13,0.26
match,'002001,1268006655.308,61.031,12,0.09
match,'002001,1268006660.687,54.133,10,0.10
match,'003002,1268006665.148,102.446,9,0.08
match,'003002,1268006670.655,45.537,9,0.19
match,'002001,1268006707.670,88.839,14,0.18
match,'003002,1268006712.617,84.983,12,0.11
match,'003002,1268006719.803,66.692,12,0.07
match,'003002,1268006721.582,64.607,11,0.03
match,'003002,1268006725.390,62.329,10,0.06
match,'003002,1268006729.488,60.276,7,0.08
match,'003002,1268006744.053,65.458,5,0.12
match,'002001,1268006759.261,132.418,19,0.16
match,'002001,1268006760.996,87.250,9,0.11
match,'002001,1268006762.519,48.622,6,0.28
match,'002001,1268006764.815,45.012,4,0.23
match,'002001,1268006766.285,44.703,3,0.27
match,'002001,1268006768.940,43.550,2,0.11
match,'003002,1268006831.627,151.082,14,0.10
match,'003002,1268006835.354,113.800,11,0.16
match,'003002,1268006837.765,114.146,10,0.12
match,'003002,1268006852.846,85.659,9,0.26
match,'002001,1268006856.105,112.052,10,0.22
match,'002001,1268006867.074,97.696,9,0.26
match,'002001,1268006871.510,55.034,6,0.26
match,'002001,1268006873.295,35.530,2,0.14
match,'003002,1268006896.398,121.545,12,0.25
match,'003002,1268006922.698,137.673,9,0.27
match,'003002,1268006942.929,64.531,6,0.05
match,'003002,1268006945.695,65.242,5,0.19
match,'002001,1268006963.175,70.562,12,0.10
match,'002001,1268006966.781,70.383,10,0.15
match,'002001,1268006971.117,39.138,4,0.11
match,'003002,1268007050.018,76.621,6,0.13
match,'003002,1268007070.996,91.307,10,0.24
match,'003002,1268007072.679,85.162,7,0.11
match,'002001,1268007077.480,79.184,9,0.26
match,'002001,1268007080.574,30.556,5,0.26
match,'002001,1268007083.713,31.299,4,0.08
match,'002001,1268007086.222,25.544,2,0.14
match,'003002,1268007163.987,103.892,17,0.14
match,'003002,1268007170.718,83.421,14,0.09
match,'002001,1268007176.839,70.840,14,0.13
match,'003002,1268007177.764,20.622,5,0.12
match,'002001,1268007180.535,70.802,14,0.12
match,'002001,1268007186.433,68.645,11,0.16
match,'002001,1268007187.722,64.664,10,0.12
match,'002001,1268007189.238,53.863,9,0.05
match,'002001,1268007195.823,35.726,6,0.12
match,'002001,1268007201.612,30.894,2,0.06
match,'003002,1268007212.109,42.758,8,0.20
match,'003002,1268007214.733,12.297,5,0.04
match,'003002,1268007281.156,73.366,7,0.12
match,'003002,1268007282.578,73.373,6,0.04
match,'003002,1268007286.500,72.047,4,0.26
match,'002001,1268007291.003,76.270,12,0.27
match,'002001,1268007293.609,53.481,11,0.17
match,'002001,1268007295.541,51.874,10,0.23
match,'002001,1268007299.464,48.144,9,0.06
match,'002001,1268007301.198,43.312,8,0.10
match,'002001,1268007306.347,41.368,6,0.27
match,'002001,1268007308.409,25.831,2,0.05
match,'003002,1268007353.234,131.467,11,0.21
match,'003002,1268007379.014,68.537,8,0.19
match,'003002,1268007386.562,67.209,7,0.22
match,'002001,1268007389.371,105.286,10,0.22
match,'002001,1268007394.647,56.938,6,0.13
match,'002001,1268007396.999,43.765,5,0.17
match,'002001,1268007399.363,29.727,4,0.27
match,'002001,1268007403.589,22.511,1,0.21
match,'003002,1268007458.854,137.589,18,0.25
match,'003002,1268007491.257,135.506,16,0.07
match,'003002,1268007493.718,108.420,14,0.18
match,'003002,1268007495.729,108.620,13,0.06
match,'002001,1268007504.152,18.517,7,0.22
match,'003002,1268007510.284,93.290,8,0.04
match,'003002,1268007514.218,83.412,3,0.29
match,'002001,1268007515.429,24.172,10,0.10
match,'002001,1268007518.940,25.222,9,0.25
match,'002001,1268007525.878,22.730,5,0.22
match,'002001,1268007587.402,77.118,7,0.21
match,'003002,1268007604.304,81.701,11,0.12
match,'003002,1268007606.010,81.214,11,0.18
match,'003002,1268007607.608,80.903,10,0.01
match,'002001,1268007608.371,79.110,10,0.17
match,'003002,1268007609.605,81.369,11,0.10
match,'002001,1268007610.027,63.438,10,0.19
match,'002001,1268007625.496,21.192,3,0.24
match,'002001,1268007628.694,21.086,1,0.10
match,'003002,1268007642.799,99.954,15,0.21
match,'003002,1268007646.480,32.260,7,0.22
match,'003002,1268007661.371,43.682,6,0.22
match,'003002,1268007689.960,69.389,8,0.25
match,'003002,1268007702.464,76.707,9,0.23
match,'003002,1268007704.917,71.824,8,0.07
match,'003002,1268007706.885,71.946,7,0.24
match,'002001,1268007724.316,77.836,19,0.24
match,'002001,1268007733.222,74.431,13,0.20
match,'002001,1268007734.378,73.007,12,0.21
match,'002001,1268007739.441,36.977,4,0.25
match,'002001,1268007753.796,44.484,2,0.08
match,'003002,1268007806.140,133.795,16,0.28
match,'003002,1268007811.791,116.572,14,0.07
match,'003002,1268007819.963,83.524,10,0.15
match,'003002,1268007821.331,83.363,10,0.07
match,'003002,1268007824.718,84.349,11,0.11
match,'002001,1268007831.035,76.845,13,0.17
match,'002001,1268007832.148,23.310,6,0.26
match,'003002,1268007841.026,95.206,11,0.14
match,'002001,1268007841.573,21.610,5,0.26
match,'002001,1268007843.367,22.036,4,0.20
match,'003002,1268007888.877,107.594,14,0.24
match,'003002,1268007903.242,111.359,14,0.29
match,'003002,1268007911.346,91.066,11,0.14
match,'003002,1268007917.121,90.713,8,0.13
match,'003002,1268007927.022,62.398,2,0.26
match,'003002,1268007932.410,63.442,1,0.12
match,'002001,1268007941.625,90.329,16,0.13
match,'002001,1268007944.877,56.000,10,0.14
match,'002001,1268007959.174,47.828,7,0.16
match,'003002,1268008002.928,59.021,8,0.13
match,'003002,1268008010.246,63.347,6,0.28
match,'003002,1268008023.640,58.670,6,0.16
match,'002001,1268008046.882,125.449,16,0.27
match,'002001,1268008051.179,57.813,7,0.20
match,'002001,1268008052.652,49.724,6,0.23
match,'002001,1268008062.062,38.422,1,0.17
match,'002001,1268008072.631,20.840,0,0.28
match,'003002,1268008102.652,134.534,11,0.13
match,'003002,1268008125.682,110.417,6,0.23
match,'003002,1268008133.089,87.564,4,0.05
match,'003002,1268008137.167,71.182,2,0.29
match,'002001,1268008137.666,59.750,7,0.22
match,'003002,1268008140.819,71.169,1,0.04
match,'002001,1268008146.605,13.516,3,0.20
match,'003002,1268008187.675,16.931,3,0.14
match,'003002,1268008235.414,46.022,3,0.24
match,'003002,1268008238.027,33.088,1,0.20
match,'002001,1268008357.281,63.611,14,0.25
match,'002001,1268008362.308,51.656,9,0.19
match,'002001,1268008366.328,38.325,9,0.19
match,'002001,1268008368.507,25.007,9,0.24
match,'002001,1268008375.838,22.882,5,0.29
match,'002001,1268008377.948,23.184,4,0.05
match,'003002,1268008402.390,49.297,14,0.13
match,'003002,1268008438.480,81.917,17,0.15
match,'003002,1268008441.316,82.247,17,0.21
match,'003002,1268008444.979,84.168,17,0.09
match,'003002,1268008460.389,71.725,14,0.11
match,'003002,1268008461.597,71.361,13,0.07
match,'003002,1268008463.898,71.647,12,0.16
match,'003002,1268008468.070,73.709,11,0.08
match,'002001,1268008481.582,76.876,15,0.09
match,'002001,1268008488.828,54.146,10,0.18
match,'002001,1268008491.421,23.351,2,0.27
match,'003002,1268008548.909,123.174,19,0.07
match,'003002,1268008551.246,111.846,17,0.24
match,'003002,1268008559.760,106.704,15,0.11
match,'003002,1268008573.030,88.575,13,0.03
match,'003002,1268008576.956,74.798,8,0.08
match,'003002,1268008579.296,74.882,7,0.11
match,'002001,1268008581.375,73.017,10,0.22
match,'003002,1268008582.109,71.632,5,0.07
match,'002001,1268008583.511,56.621,10,0.25
match,'002001,1268008599.105,22.149,3,0.13
match,'003002,1268008622.101,106.912,10,0.22
match,'003002,1268008666.226,104.828,11,0.25
match,'003002,1268008667.882,74.216,10,0.21
match,'003002,1268008676.245,77.526,8,0.16
match,'003002,1268008680.706,77.736,7,0.13
match,'002001,1268008688.371,86.778,14,0.08
match,'002001,1268008691.597,69.496,12,0.21
match,'002001,1268008705.753,23.418,2,0.09
match,'003002,1268008709.335,92.380,12,0.29
match,'003002,1268008712.652,89.122,12,0.22
match,'003002,1268008714.125,89.485,11,0.25
match,'003002,1268008740.674,74.738,14,0.29
match,'003002,1268008782.084,80.223,11,0.26
match,'003002,1268008784.355,71.424,8,0.20
match,'002001,1268008793.230,79.105,10,0.24
match,'003002,1268008794.750,70.820,9,0.07
match,'002001,1268008795.121,63.813,7,0.13
match,'002001,1268008797.877,57.203,6,0.16
match,'002001,1268008809.882,49.058,5,0.21
match,'002001,1268008813.261,31.177,4,0.20
match,'003002,1268008876.167,150.989,19,0.20
match,'003002,1268008886.804,94.054,14,0.19
match,'003002,1268008889.363,92.660,13,0.10
match,'002001,1268008899.855,105.105,12,0.26
match,'003002,1268008907.002,81.095,13,0.03
match,'002001,1268008919.940,97.773,15,0.15
match,'003002,1268008936.535,97.870,10,0.23
match,'003002,1268008990.722,107.113,15,0.08
match,'003002,1268008993.491,86.820,10,0.20
match,'003002,1268008994.526,66.665,9,0.10
match,'003002,1268009002.858,68.060,10,0.04
match,'003002,1268009006.570,68.342,9,0.19
match,'003002,1268009014.109,70.865,7,0.14
match,'002001,1268009023.289,46.451,9,0.20
match,'002001,1268009025.269,30.743,4,0.20
match,'003002,1268009100.073,127.033,18,0.13
match,'003002,1268009107.406,82.383,11,0.23
match,'003002,1268009119.682,76.340,6,0.08
match,'003002,1268009121.807,71.907,5,0.07
match,'002001,1268009122.085,75.360,11,0.27
match,'002001,1268009127.125,36.705,10,0.22
match,'002001,1268009132.597,32.524,8,0.29
match,'002001,1268009135.714,30.168,5,0.17
match,'002001,1268009138.179,18.497,2,0.16
match,'002001,1268009141.378,19.571,1,0.23
match,'003002,1268009196.217,67.309,15,0.26
match,'003002,1268009198.881,66.598,15,0.23
match,'003002,1268009205.312,71.444,15,0.13
match,'003002,1268009211.328,71.352,13,0.23
match,'003002,1268009215.834,74.231,12,0.26
match,'003002,1268009219.476,69.381,9,0.03
match,'002001,1268009221.760,68.008,11,0.18
match,'002001,1268009225.558,6.082,2,0.09
match,'003002,1268009229.893,69.808,6,0.17
match,'002001,1268009230.885,7.254,1,0.17
match,'003002,1268009315.765,118.701,11,0.16
match,'003002,1268009319.324,118.121,12,0.14
match,'003002,1268009325.717,77.169,9,0.13
match,'003002,1268009332.554,77.732,9,0.12
match,'003002,1268009334.406,78.406,8,0.23
match,'002001,1268009343.242,82.353,11,0.16
match,'002001,1268009344.979,81.343,10,0.11
match,'002001,1268009346.546,59.976,9,0.19
match,'002001,1268009350.866,35.101,8,0.12
match,'002001,1268009358.074,32.357,4,0.29
match,'002001,1268009365.456,38.480,7,0.06
match,'003002,1268009422.764,79.014,10,0.08
match,'003002,1268009429.203,80.320,11,0.13
match,'003002,1268009431.686,80.231,10,0.16
match,'003002,1268009442.828,69.772,7,0.09
match,'002001,1268009443.433,103.984,15,0.19
match,'002001,1268009448.109,28.704,11,0.11
match,'002001,1268009449.898,27.134,10,0.15
match,'002001,1268009451.268,8.440,4,0.08
match,'003002,1268009512.538,136.833,16,0.10
match,'003002,1268009528.838,76.774,11,0.13
match,'003002,1268009532.506,73.639,10,0.16
match,'003002,1268009537.171,74.513,8,0.07
match,'003002,1268009538.804,74.467,7,0.08
match,'002001,1268009549.785,74.555,10,0.26
match,'002001,1268009551.342,58.086,9,0.24
match,'002001,1268009556.523,43.985,8,0.22
match,'002001,1268009560.471,39.984,6,0.13
match,'002001,1268009562.394,37.094,5,0.24
match,'002001,1268009575.968,4.828,0,0.29
match,'003002,1268009601.038,46.458,8,0.11
match,'003002,1268009647.795,78.006,7,0.12
match,'003002,1268009649.781,74.139,5,0.07
match,'002001,1268009655.503,67.894,11,0.28
match,'003002,1268009664.089,70.315,6,0.13
match,'002001,1268009675.226,74.188,11,0.24
match,'002001,1268009682.695,18.606,3,0.07
match,'002001,1268009694.480,7.910,1,0.25
match,'003002,1268009735.791,75.893,10,0.08
match,'003002,1268009737.878,74.809,8,0.26
match,'003002,1268009741.182,60.737,7,0.09
match,'003002,1268009752.667,60.658,4,0.27
match,'003002,1268009754.976,61.085,3,0.19
match,'002001,1268009780.144,38.962,5,0.14
match,'002001,1268009788.694,20.074,0,0.16
match,'003002,1268009848.230,149.627,12,0.27
match,'003002,1268009862.514,74.786,8,0.03
match,'003002,1268009864.144,67.603,7,0.29
match,'003002,1268009868.296,69.376,7,0.29
match,'003002,1268009870.186,68.231,6,0.18
match,'002001,1268009881.023,18.509,6,0.15
match,'003002,1268009957.503,88.871,14,0.18
match,'003002,1268009959.121,89.036,13,0.13
match,'003002,1268009971.924,68.822,12,0.22
match,'003002,1268009976.475,69.083,11,0.08
match,'002001,1268009980.518,77.047,12,0.29
match,'003002,1268009983.996,72.840,11,0.19
match,'002001,1268009984.792,71.664,13,0.13
match,'002001,1268009987.612,49.523,13,0.28
match,'002001,1268009992.363,37.270,11,0.22
match,'002001,1268009999.030,39.909,9,0.21
match,'002001,1268010002.214,23.882,4,0.17
match,'002001,1268010005.894,21.898,2,0.28
match,'003002,1268010074.152,154.106,24,0.28
match,'003002,1268010075.948,154.439,23,0.23
match,'003002,1268010080.972,115.666,21,0.12
match,'003002,1268010084.511,116.494,22,0.27
match,'003002,1268010089.089,92.314,18,0.26
match,'003002,1268010091.175,85.487,14,0.11
match,'003002,1268010094.523,77.279,12,0.08
match,'002001,1268010103.753,67.464,11,0.26
match,'002001,1268010105.659,29.711,8,0.26
match,'002001,1268010112.854,31.882,7,0.17
match,'003002,1268010119.101,99.045,17,0.06
match,'002001,1268010119.936,25.413,4,0.22
match,'003002,1268010178.085,132.649,15,0.07
match,'003002,1268010184.148,97.320,10,0.20
match,'003002,1268010201.316,102.239,8,0.10
match,'002001,1268010220.109,42.024,7,0.06
match,'002001,1268010222.027,39.082,6,0.10
match,'003002,1268010222.850,116.474,10,0.21
match,'002001,1268010223.128,38.980,6,0.12
match,'003002,1268010225.553,95.045,6,0.09
match,'002001,1268010227.463,28.729,5,0.11
match,'003002,1268010229.932,16.558,3,0.28
match,'003002,1268010247.425,19.746,4,0.29
match,'002001,1268010304.374,101.214,11,0.27
match,'002001,1268010310.738,85.185,9,0.09
match,'003002,1268010311.608,76.474,4,0.27
match,'002001,1268010312.339,84.277,9,0.17
match,'002001,1268010313.651,76.909,5,0.10
match,'002001,1268010333.121,23.711,1,0.10
match,'003002,1268010389.421,152.310,16,0.25
match,'003002,1268010402.132,74.258,13,0.25
match,'002001,1268010411.210,15.458,2,0.25
match,'003002,1268010412.816,76.275,11,0.08
match,'002001,1268010413.921,1.105,0,0.17
match,'003002,1268010444.304,103.782,17,0.27
match,'003002,1268010511.250,146.665,21,0.22
match,'003002,1268010517.691,93.340,14,0.14
match,'003002,1268010525.979,96.313,13,0.08
match,'002001,1268010541.612,19.202,2,0.15
match,'003002,1268010560.445,126.469,14,0.25
match,'003002,1268010569.187,126.943,14,0.23
match,'003002,1268010607.121,147.575,11,0.27
match,'003002,1268010622.355,131.035,9,0.24
match,'003002,1268010634.648,91.975,7,0.06
match,'002001,1268010635.160,65.973,11,0.08
match,'002001,1268010640.549,65.753,9,0.22
match,'002001,1268010643.246,46.431,7,0.29
match,'002001,1268010652.746,30.391,2,0.23
match,'002001,1268010656.838,22.190,2,0.17
match,'003002,1268010660.725,99.075,8,0.29
match,'003002,1268010666.171,10.546,4,0.11
match,'003002,1268010725.457,68.104,12,0.28
match,'003002,1268010731.007,70.115,10,0.08
match,'002001,1268010737.207,55.680,10,0.16
match,'002001,1268010739.495,51.839,9,0.24
match,'002001,1268010742.050,37.430,7,0.26
match,'002001,1268010750.699,27.216,4,0.23
match,'002001,1268010756.648,22.813,0,0.17
match,'003002,1268010780.854,118.509,16,0.29
match,'003002,1268010824.566,78.877,8,0.11
match,'003002,1268010826.402,74.004,6,0.05
match,'003002,1268010828.424,69.644,4,0.07
match,'002001,1268010828.562,47.708,8,0.20
match,'003002,1268010850.480,81.143,6,0.02
match,'002001,1268010858.827,60.796,8,0.27
match,'002001,1268010868.031,26.797,1,0.29
match,'002001,1268010870.355,19.875,0,0.17
match,'003002,1268010878.296,32.287,5,0.18
match,'003002,1268010940.949,71.183,7,0.16
match,'003002,1268010944.863,73.003,6,0.07
match,'002001,1268010948.652,70.356,9,0.17
